PopID,DataSource,DataVersion,DataUpdated,ESApopName,PopName,MPG,ESU,Species,MAT,CT,Delist,Delist_Class,Size,Priority,Pop_Status,Data_Status,PopFit,Hatchery_Type,Data_Attribution_Source,Data_Link,CA,SPS,Include_In_Tool
3,,,,Chinook Salmon (Lower Columbia River ESU) - Cispus River Spring-run,Cispus River,Cascade,Lower Columbia River Chinook Salmon ESU,Chinook,,, ,,,4,,,,,,,,,
6,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - Coweeman River Fall-run,Coweeman River,Cascade,Lower Columbia River Chinook Salmon ESU,Chinook,,,900,Primary,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
11,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - Kalama River Fall-run,Kalama River Fall,Cascade,Lower Columbia River Chinook Salmon ESU,Chinook,,,500,Contributing,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
12,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - Kalama River Spring-run,Kalama River Spring,Cascade,Lower Columbia River Chinook Salmon ESU,Chinook,,,300,Contributing,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,,TRUE,TRUE
13,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - Lewis River Bright,Lewis River Bright,Cascade,Lower Columbia River Chinook Salmon ESU,Chinook,,,7300,Primary,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
14,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - Lewis River Fall-run,Lewis River Fall,Cascade,Lower Columbia River Chinook Salmon ESU,Chinook,,,1500,Primary,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
15,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - Lower Cowlitz River Fall-run,Lower Cowlitz River,Cascade,Lower Columbia River Chinook Salmon ESU,Chinook,,,3000,Contributing,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
18,Coordinated Assessments,,11/19/2016,Chinook Salmon (Lower Columbia River ESU) - North Fork Lewis River Spring-run,North Fork Lewis River Spring,Cascade,Lower Columbia River Chinook Salmon ESU,Chinook,,,1500,Primary,,4,Extant,,,,Coordinated Assessments Exchange (CAX): Published  ,http://www.streamnet.org/data/downloadable-data/,TRUE,,TRUE
19,,,,Chinook Salmon (Lower Columbia River ESU) - Salmon Creek Fall-run,Salmon Creek Fall,Cascade,Lower Columbia River Chinook Salmon ESU,Chinook,,,,,,4,,,,,,,,,
20,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - Sandy River Bright,Sandy River Bright,Cascade,Lower Columbia River Chinook Salmon ESU,Chinook,,,3561,Primary,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
21,Coordinated Assessments Exchange (CAX): Published  ,http://www.streamnet.org/data/downloadable-data/,TRUE,Chinook Salmon (Lower Columbia River ESU) - Sandy River Fall-run,Sandy River Fall,Cascade,Lower Columbia River Chinook Salmon ESU,Chinook,,,1031,Contributing,,4,Extant,,,,Coordinated Assessments Exchange (CAX): Published  ,http://www.streamnet.org/data/downloadable-data/,TRUE,,TRUE
22,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - Sandy River Spring-run,Sandy River Spring,Cascade,Lower Columbia River Chinook Salmon ESU,Chinook,,7871,1230,,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
24,,,,Chinook Salmon (Lower Columbia River ESU) - Tilton River Spring-run,Tilton River Spring,Cascade,Lower Columbia River Chinook Salmon ESU,Chinook,,,100,Stabilizing,,,Extant,,,,,,,,
25,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - Toutle River Fall-run,Toutle River Fall,Cascade,Lower Columbia River Chinook Salmon ESU,Chinook,,,4000,Primary,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
26,,,,Chinook Salmon (Lower Columbia River ESU) - Toutle River Spring-run,Toutle River Spring,Cascade,Lower Columbia River Chinook Salmon ESU,Chinook,,,1100,Contributing,,,Extant,,,,,,,,
27,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - Upper Cowlitz River Fall-run,Upper Cowlitz River Fall,Cascade,Lower Columbia River Chinook Salmon ESU,Chinook,,,0,Stabilizing,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
28,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - Upper Cowlitz River Spring-run,Upper Cowlitz River Spring,Cascade,Lower Columbia River Chinook Salmon ESU,Chinook,,,1800,Primary,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
30,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - Washougal River Fall-run,Washougal River,Cascade,Lower Columbia River Chinook Salmon ESU,Chinook,,,1200,Primary,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
110,,,,Chum Salmon (Columbia River ESU) - Big Creek,Big Creek,,Columbia River Chum Salmon ESU,Chum,,,500,Stabilizing,,,Extant,,,,,,,,TRUE
111,,,,Chum Salmon (Columbia River ESU) - Clackamas River,Clackamas River,,Columbia River Chum Salmon ESU,Chum,,,500,Contributing,,,Extant,,,,,,,,TRUE
112,,,,Chum Salmon (Columbia River ESU) - Clatskanie River,Clatskanie River,,Columbia River Chum Salmon ESU,Chum,,,1000,Primary,,,Extant,,,,,,,,TRUE
113,,,,Chum Salmon (Columbia River ESU) - Cowlitz River,Cowlitz River,Cascade,Columbia River Chum Salmon ESU,Chum,,,900,Contributing,,4,Extant,,,,,,,,TRUE
114,,,,Chum Salmon (Columbia River ESU) - Elochoman River,Elochoman River,,Columbia River Chum Salmon ESU,Chum,,,1300,Primary,,,Extant,,,,,,,,TRUE
115,,,,Chum Salmon (Columbia River ESU) - Grays & Chinook Rivers,Grays & Chinook Rivers,,Columbia River Chum Salmon ESU,Chum,,,1600,Primary,,,Extant,,,,,,,,TRUE
116,,,,Chum Salmon (Columbia River ESU) - Kalama River,Kalama River,Cascade,Columbia River Chum Salmon ESU,Chum,,,900,Contributing,,4,Extant,,,,,,,,TRUE
117,,,,Chum Salmon (Columbia River ESU) - Lewis River, Lewis River,Cascade,Columbia River Chum Salmon ESU,Chum,,,1300,Primary,,4,Extant,,,,,,,,TRUE
118,,,,Chum Salmon (Columbia River ESU) - Lower Gorge Tributaries, Lower Gorge Tributaries,,Columbia River Chum Salmon ESU,Chum,,,2000,Primary,,,Extant,,,,,,,,TRUE
119,,,,Chum Salmon (Columbia River ESU) - Mill Creek,Mill Creek,,Columbia River Chum Salmon ESU,Chum,,,1300,Primary,,,Extant,,,,,,,,TRUE
120,,,,Chum Salmon (Columbia River ESU) - Salmon Creek,Salmon Creek,Cascade,Columbia River Chum Salmon ESU,Chum,,,0,Stabilizing,,4,,,,,,,,,TRUE
121,,,,Chum Salmon (Columbia River ESU) - Sandy River,Sandy River,Cascade,Columbia River Chum Salmon ESU,Chum,,,1000,Primary,,4,Extant,,,,,,,,TRUE
122,,,,Chum Salmon (Columbia River ESU) - Scappoose River, Scappoose River,,Columbia River Chum Salmon ESU,Chum,,,1000,Primary,,,Extant,,,,,,,,TRUE
123,,,,Chum Salmon (Columbia River ESU) - Upper Gorge Tributaries,Upper Gorge Tributaries,,Columbia River Chum Salmon ESU,Chum,,,900,Contributing,,,Extant,,,,,,,,TRUE
124,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chum Salmon (Columbia River ESU) - Washougal River,Washougal River,Cascade,Columbia River Chum Salmon ESU,Chum,,,1300,Primary,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
125,,,,Chum Salmon (Columbia River ESU) - Youngs Bay,Youngs Bay,,Columbia River Chum Salmon ESU,Chum,,,500,Stabilizing,,,Extant,,,,,,,,TRUE
129,,,,Coho Salmon (Lower Columbia River ESU) - Cispus River,Cispus River,Cascade,Lower Columbia River Coho Salmon ESU,Coho,,,2000,Primary,,4,Extant,,,,,,,,TRUE
132,Coordinated Assessments,,11/19/2016,Coho Salmon (Lower Columbia River ESU) - Coweeman River,Coweeman River,Cascade,Lower Columbia River Coho Salmon ESU,Coho,,,1200,Primary,,4,Extant,,,,Coordinated Assessments Exchange (CAX): Published  ,http://www.streamnet.org/data/downloadable-data/,TRUE,,TRUE
133,Coordinated Assessments,,11/19/2016,Coho Salmon (Lower Columbia River ESU) - East Fork Lewis River,East Fork Lewis River,Cascade,Lower Columbia River Coho Salmon ESU,Coho,,,2000,Primary,,4,Extant,,,,Coordinated Assessments Exchange (CAX): Published  ,http://www.streamnet.org/data/downloadable-data/,TRUE,,TRUE
134,Coordinated Assessments,,11/19/2016,Coho Salmon (Lower Columbia River ESU) - Elochoman River,Elochoman River,Cascade,Lower Columbia River Coho Salmon ESU,Coho,,,2400,Primary,,4,Extant,,,,Coordinated Assessments Exchange (CAX): Published  ,http://www.streamnet.org/data/downloadable-data/,TRUE,,TRUE
135,Coordinated Assessments,,11/19/2016,Coho Salmon (Lower Columbia River ESU) - Grays & Chinook Rivers,Grays & Chinook Rivers,Cascade,Lower Columbia River Coho Salmon ESU,Coho,,,2400,Primary,,4,Extant,,,,Coordinated Assessments Exchange (CAX): Published  ,http://www.streamnet.org/data/downloadable-data/,TRUE,,TRUE
136,Coordinated Assessments,,11/19/2016,Coho Salmon (Lower Columbia River ESU) - Kalama River,Kalama River,Cascade,Lower Columbia River Coho Salmon ESU,Coho,,,500,Contributing,,4,Extant,,,,Coordinated Assessments Exchange (CAX): Published  ,http://www.streamnet.org/data/downloadable-data/,TRUE,,TRUE
137,Coordinated Assessments,,11/19/2016,Coho Salmon (Lower Columbia River ESU) - Lower Cowlitz River,Lower Cowlitz River,Cascade,Lower Columbia River Coho Salmon ESU,Coho,,,3700,Primary,,4,Extant,,,,Coordinated Assessments Exchange (CAX): Published  ,http://www.streamnet.org/data/downloadable-data/,TRUE,,TRUE
140,,,,Coho Salmon (Lower Columbia River ESU) - Mill Creek,Mill Creek,Cascade,Lower Columbia River Coho Salmon ESU,Coho,,,1800,Contributing,,4,Extant,,,,,,,,TRUE
141,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Coho Salmon (Lower Columbia River ESU) - North Fork Lewis River,North Fork Lewis River,Cascade,Lower Columbia River Coho Salmon ESU,Coho,,,500,Contributing,,4,Extant,pending,,,,,,TRUE,TRUE
142,,,,Coho Salmon (Lower Columbia River ESU) - North Fork Toutle River,North Fork Toutle River,Cascade,Lower Columbia River Coho Salmon ESU,Coho,,,1900,Primary,,4,Extant,,,,,,,,TRUE
144,,,,Coho Salmon (Lower Columbia River ESU) - Salmon Creek,Salmon Creek,Cascade,Lower Columbia River Coho Salmon ESU,Coho,,,0,Stabilizing,,4,,,,,,,,,TRUE
145,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Coho Salmon (Lower Columbia River ESU) - Sandy River,Sandy River,Cascade,Lower Columbia River Coho Salmon ESU,Coho,,,5685,Primary,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
147,,,,Coho Salmon (Lower Columbia River ESU) - South Fork Toutle River,South Fork Toutle River,Cascade,Lower Columbia River Coho Salmon ESU,Coho,,,0,Stabilizing,,4,,,,,,,,,TRUE
148,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Coho Salmon (Lower Columbia River ESU) - Tilton River,Tilton River,Cascade,Lower Columbia River Coho Salmon ESU,Coho,,,1900,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
149,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Coho Salmon (Lower Columbia River ESU) - Upper Cowlitz River,Upper Cowlitz River,Cascade,Lower Columbia River Coho Salmon ESU,Coho,,,2000,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
151,,,,Coho Salmon (Lower Columbia River ESU) - Washougal River,Washougal River,Cascade,Lower Columbia River Coho Salmon ESU,Coho,,,1500,Contributing,,,,,,,,,,,TRUE
225,,,,Steelhead (Lower Columbia River DPS) - Cispus River Winter-run,Cispus River,Cascade,Lower Columbia River Steelhead DPS,Steelhead,,,500,Primary,,4,,,,,,,,,
227,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Lower Columbia River DPS) - Coweeman River Winter-run,Coweeman River,Cascade,Lower Columbia River Steelhead DPS,Steelhead,,,500,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
228,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Lower Columbia River DPS) - East Fork Lewis River Summer-run,East Fork Lewis River Summer,Cascade,Lower Columbia River Steelhead DPS,Steelhead,,,500,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,,TRUE,TRUE
229,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Lower Columbia River DPS) - East Fork Lewis River Winter-run,East Fork Lewis River Winter,Cascade,Lower Columbia River Steelhead DPS,Steelhead,,,500,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,,TRUE,TRUE
232,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Lower Columbia River DPS) - Kalama River Summer-run,Kalama River Summer,Cascade,Lower Columbia River Steelhead DPS,Steelhead,,,500,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,,TRUE,TRUE
233,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Lower Columbia River DPS) - Kalama River Winter-run,Kalama River Winter,Cascade,Lower Columbia River Steelhead DPS,Steelhead,,,600,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,,TRUE,TRUE
234,,,,Steelhead (Lower Columbia River DPS) - Lower Cowlitz River Winter-run, Lower Cowlitz River Winter,Cascade,Lower Columbia River Steelhead DPS,Steelhead,,,400,Contributing,,4,Extant,,,,,,,,
236,,,,Steelhead (Lower Columbia River DPS) - North Fork Lewis River Summer-run,North Fork Lewis River Summer,Cascade,Lower Columbia River Steelhead DPS,Steelhead,,,400,Contributing,,4,Extant,,,,,,,,
237,,,,Steelhead (Lower Columbia River DPS) - North Fork Lewis River Winter-run,North Fork Lewis River Winter,Cascade,Lower Columbia River Steelhead DPS,Steelhead,,,600,Primary,,4,Extant,,,,,,,,
238,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Lower Columbia River DPS) - North Fork Toutle River Winter-run,North Fork Toutle River,Cascade,Lower Columbia River Steelhead DPS,Steelhead,,,0,Maintained,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,,TRUE,TRUE
239,,,,Steelhead (Lower Columbia River DPS) - Salmon Creek Winter-run,Salmon Creek,Cascade,Lower Columbia River Steelhead DPS,Steelhead,,,0,Stabilizing,,,,,,,,,,,
240,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Lower Columbia River DPS) - Sandy River Winter-run,Sandy River Winter,Cascade,Lower Columbia River Steelhead DPS,Steelhead,,,1519,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
241,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Lower Columbia River DPS) - South Fork Toutle River Winter-run,South Fork Toutle River,Cascade,Lower Columbia River Steelhead DPS,Steelhead,,,600,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,,TRUE,TRUE
242,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Lower Columbia River DPS) - Tilton River Winter-run,Tilton River,Cascade,Lower Columbia River Steelhead DPS,Steelhead,,,200,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
243,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Lower Columbia River DPS) - Upper Cowlitz River Winter-run,Upper Cowlitz River,Cascade,Lower Columbia River Steelhead DPS,Steelhead,,,500,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
245,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Lower Columbia River DPS) - Washougal River Summer-run,Washougal River Summer,Cascade,Lower Columbia River Steelhead DPS,Steelhead,,,500,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,,TRUE,TRUE
246,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Lower Columbia River DPS) - Washougal River Winter-run,Washougal River Winter,Cascade,Lower Columbia River Steelhead DPS,Steelhead,,,350,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,,TRUE,TRUE
248,,,,Steelhead (Middle Columbia River DPS) - Crooked River,Crooked River,Cascades Eastern Slope Tributaries,Middle Columbia River Steelhead DPS,Steelhead,2250,675,0,,Very Large,3,Extirpated (reintroduction),,,,,,,,TRUE
249,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Middle Columbia River DPS) - Deschutes River - eastside,Deschutes River (Eastside),Cascades Eastern Slope Tributaries,Middle Columbia River Steelhead DPS,Steelhead,1000,300,1000,Viable,Intermediate,2,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
250,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Middle Columbia River DPS) - Deschutes River - westside,Deschutes River (Westside),Cascades Eastern Slope Tributaries,Middle Columbia River Steelhead DPS,Steelhead,1500,450,1500,Viable,Large,2,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
251,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Middle Columbia River DPS) - Fifteenmile Creek Winter-run,Fifteenmile Creek,Cascades Eastern Slope Tributaries,Middle Columbia River Steelhead DPS,Steelhead,500,150,500,Viable,Basic,2,Extant,available,Same,Wild/none,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
254,Coordinated Assessments,,11/19/2016,Steelhead (Middle Columbia River DPS) - Klickitat River,Klickitat River,Cascades Eastern Slope Tributaries,Middle Columbia River Steelhead DPS,Steelhead,1000,300,1000,Viable,Intermediate,2,Provisional,available,Same,Isolated Harvest and Integrated Conservation,Published: Non CAX DES Format Compliant,http://yakamafish-nsn.gov/restore/projects/star,TRUE,,TRUE
258,,,,Steelhead (Middle Columbia River DPS) - Rock Creek,Rock Creek,Cascades Eastern Slope Tributaries,Middle Columbia River Steelhead DPS,Steelhead,500,150,225,Maintained,Basic,3,Extant,none,,Wild/None,,,,,TRUE
265,,,,Steelhead (Middle Columbia River DPS) - White Salmon River,White Salmon River,Cascades Eastern Slope Tributaries,Middle Columbia River Steelhead DPS,Steelhead,500,150,0,,Basic,,Functionally Extirpated,,,,,,,,TRUE
303,,,,Steelhead (Snake River Basin DPS) - Clearwater River Lower Mainstem,Clearwater River Lower Mainstem,Clearwater River,Snake River Basin Steelhead DPS,Steelhead,1500,450,100,Viable,Large,3,Extant,pending,,,,,,,
313,,,,Steelhead (Snake River Basin DPS) - Lochsa River,Lochsa River,Clearwater River,Snake River Basin Steelhead DPS,Steelhead,1000,300,1000,Viable,Intermediate,1,Provisional,pending,Same,,Published: Non CAX DES Format Compliant,https://www.cbfish.org/BiologicalOpinionAction.mvc/Index/2015/BiOpRpaStatus,,,TRUE
314,,,,Steelhead (Snake River Basin DPS) - Lolo Creek,Lolo Creek,Clearwater River,Snake River Basin Steelhead DPS,Steelhead,500,150,100,Viable,Basic,1,Provisional,pending,Same,Integrated Conservation,Published: Non CAX DES Format Compliant,https://www.cbfish.org/BiologicalOpinionAction.mvc/Index/2015/BiOpRpaStatus,,,TRUE
316,,,,Steelhead (Snake River Basin DPS) - North Fork Clearwater River,North Fork Clearwater River,Clearwater River,Snake River Basin Steelhead DPS,Steelhead,1500,450,0,,,3,Extirpated,none,,,,,,,TRUE
322,,,,Steelhead (Snake River Basin DPS) - Selway River,Selway River,Clearwater River,Snake River Basin Steelhead DPS,Steelhead,1000,300,1000,Viable,Intermediate,1,Extant,pending,,Wild/None,,,,,TRUE
323,,,,Steelhead (Snake River Basin DPS) - South Fork Clearwater River,South Fork Clearwater River,Clearwater River,Snake River Basin Steelhead DPS,Steelhead,1000,300,100,Viable,Intermediate,1,Provisional,pending,Same,Isolated Harvest and Integrated Conservation,Published: Non CAX DES Format Compliant,https://www.cbfish.org/BiologicalOpinionAction.mvc/Index/2015/BiOpRpaStatus,,,TRUE
1,Coordinated Assessments,,11/19/2016,Chinook Salmon (Lower Columbia River ESU) - Big Creek Fall-run,Big Creek,Coastal,Lower Columbia River Chinook Salmon ESU,Chinook,,,1800,Primary,,4,,pending,,,Coordinated Assessments Exchange (CAX): Published  ,http://www.streamnet.org/data/downloadable-data/,TRUE,,TRUE
2,,,,Chinook Salmon (Lower Columbia River ESU) - Chinook River Fall-run,Chinook River,Coastal,Lower Columbia River Chinook Salmon ESU,Chinook,,, ,,,,,,,,,,,,
5,Coordinated Assessments,,11/19/2016,Chinook Salmon (Lower Columbia River ESU) - Clatskanie River Fall-run,Clatskanie River,Coastal,Lower Columbia River Chinook Salmon ESU,Chinook,,,1277,Primary,,4,,available,,,Coordinated Assessments Exchange (CAX): Published  ,http://www.streamnet.org/data/downloadable-data/,TRUE,,TRUE
