PopID,DataSource,DataVersion,DataUpdated,ESApopName,PopName,MPG,ESU,Species,MAT,CT,Delist,Delist_Class,Size,Priority,Pop_Status,Data_Status,PopFit,Hatchery_Type,Data_Attribution_Source,Data_Link,CA,SPS,Include_In_Tool
7,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - Elochoman River Fall-run,Elochoman River,Coastal,Lower Columbia River Chinook Salmon ESU,Chinook,,,1500,Primary,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
8,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - Grays River Fall-run,Grays River,Coastal,Lower Columbia River Chinook Salmon ESU,Chinook,,,1000,Contributing,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
17,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - Mill Creek Fall-run,Mill Creek,Coastal,Lower Columbia River Chinook Salmon ESU,Chinook,,,900,Primary,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
23,,,,Chinook Salmon (Lower Columbia River ESU) - Scappoose River Fall-run,Scappoose River Fall,Coastal,Lower Columbia River Chinook Salmon ESU,Chinook,,,1222,Primary,,,,,,,,,,,
33,Coordinated Assessments,,11/19/2016,Chinook Salmon (Lower Columbia River ESU) - Youngs Bay Fall-run,Youngs Bay Fall,Coastal,Lower Columbia River Chinook Salmon ESU,Chinook,,,505,Stabilizing,,,,available,,,Coordinated Assessments Exchange (CAX): Published  ,http://www.streamnet.org/data/downloadable-data/,TRUE,,TRUE
110,,,,Chum Salmon (Columbia River ESU) - Big Creek,Big Creek,Coastal,Columbia River Chum Salmon ESU,Chum,,,500,Stabilizing,,4,,,,,,,,,
112,,,,Chum Salmon (Columbia River ESU) - Clatskanie River,Clatskanie River,Coastal,Columbia River Chum Salmon ESU,Chum,,,1000,Primary,,4,,,,,,,,,
114,,,,Chum Salmon (Columbia River ESU) - Elochoman River,Elochoman River,Coastal,Columbia River Chum Salmon ESU,Chum,,,1300,Primary,,4,,,,,,,,,
115,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chum Salmon (Columbia River ESU) - Grays & Chinook Rivers,Grays & Chinook Rivers,Coastal,Columbia River Chum Salmon ESU,Chum,,,1600,Primary,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
119,,,,Chum Salmon (Columbia River ESU) - Mill Creek,Mill Creek,Coastal,Columbia River Chum Salmon ESU,Chum,,,1300,Primary,,4,,,,,,,,,
122,,,,Chum Salmon (Columbia River ESU) - Scappoose River,Scappoose River,Coastal,Columbia River Chum Salmon ESU,Chum,,,1000,Primary,,4,,,,,,,,,
125,,,,Chum Salmon (Columbia River ESU) - Youngs Bay,Youngs Bay,Coastal,Columbia River Chum Salmon ESU,Chum,,,500,Stabilizing,,4,,,,,,,,,
128,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Coho Salmon (Lower Columbia River ESU) - Big Creek,Big Creek,Coastal,Lower Columbia River Coho Salmon ESU,Coho,,,12,Maintained,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
131,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Coho Salmon (Lower Columbia River ESU) - Clatskanie River,Clatskanie River,Coastal,Lower Columbia River Coho Salmon ESU,Coho,,,3201,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
146,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Coho Salmon (Lower Columbia River ESU) - Scappoose River,Scappoose River,Coastal,Lower Columbia River Coho Salmon ESU,Coho,,,3208,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
152,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Coho Salmon (Lower Columbia River ESU) - Youngs Bay,Youngs Bay,Coastal,Lower Columbia River Coho Salmon ESU,Coho,,,7,Maintained,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
68,,,,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lapwai/Big Canyon Creek,Lapwai/Big Canyon Creek,Dry Clearwater,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,,,,,,3,Functionally Extirpated,,,Integrated Conservation,,,,,
69,,,,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lawyer Creek,Lawyer Creek,Dry Clearwater,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,,,,,,3,Functionally Extirpated,,,Wild/None,,,,,
87,,,,Chinook Salmon (Snake River Spring/Summer-run ESU) - Potlatch River,Potlatch River,Dry Clearwater,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,0,0,0,,,3,Extirpated,,,Wild/None,,,,,
9,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - Hood River Fall-run,Hood River Fall,Gorge,Lower Columbia River Chinook Salmon ESU,Chinook,,,1245,Primary,None,2,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
10,Coordinated Assessments,,11/19/2016,Chinook Salmon (Lower Columbia River ESU) - Hood River Spring-run,Hood River Spring,Gorge,Lower Columbia River Chinook Salmon ESU,Chinook,,,1493,Primary,,2,,available,,,Coordinated Assessments Exchange (CAX): Published  ,http://www.streamnet.org/data/downloadable-data/,TRUE,,TRUE
16,Coordinated Assessments,,11/19/2016,Chinook Salmon (Lower Columbia River ESU) - Lower Gorge Tributaries Fall-run,Lower Gorge Tributaries Fall,Gorge,Lower Columbia River Chinook Salmon ESU,Chinook,,,,Contributing,,,,available,,,Coordinated Assessments Exchange (CAX): Published  ,http://www.streamnet.org/data/downloadable-data/,TRUE,,TRUE
29,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - Upper Gorge Tributaries Fall-run,Upper Gorge Tributaries,Gorge,Lower Columbia River Chinook Salmon ESU,Chinook,,,1200,Contributing,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
31,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Fall-run,White Salmon River Fall,Gorge,Lower Columbia River Chinook Salmon ESU,Chinook,,,500,Contributing,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
32,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Lower Columbia River ESU) - White Salmon River Spring-run,White Salmon River Spring,Gorge,Lower Columbia River Chinook Salmon ESU,Chinook,,,500,Contributing,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
118,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chum Salmon (Columbia River ESU) - Lower Gorge Tributaries,Lower Gorge Tributaries,Gorge,Columbia River Chum Salmon ESU,Chum,,,2000,Primary (1),None,3,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
123,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chum Salmon (Columbia River ESU) - Upper Gorge Tributaries,Upper Gorge Tributaries,Gorge,Columbia River Chum Salmon ESU,Chum,,,900,Contributing (1),None,3,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,,TRUE,TRUE
138,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Coho Salmon (Lower Columbia River ESU) - Lower Gorge Tributaries,Lower Gorge Tributaries,Gorge,Lower Columbia River Coho Salmon ESU,Coho,,,1900,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
139,,,,Coho Salmon (Lower Columbia River ESU) - Mainstem section of Upper Gorge Tributaries (Hood River and White Salmon River),Upper Gorge Tributaries,Gorge,Lower Columbia River Coho Salmon ESU,Coho,,,,,,,,,,,,,,,
143,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Coho Salmon (Lower Columbia River ESU) - Oregon Upper Gorge tributaries and Hood River,OR Upper Gorge Tribs and Hood R,Gorge,Lower Columbia River Coho Salmon ESU,Coho,,,5162,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
150,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Coho Salmon (Lower Columbia River ESU) - Washington Upper Gorge tributaries and White Salmon River,WA Upper Gorge Tribs and White Salmon R,Gorge,Lower Columbia River Coho Salmon ESU,Coho,,,1900,Viable,None,2,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
230,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Lower Columbia River DPS) - Hood River Summer-run,Hood River Summer,Gorge,Lower Columbia River Steelhead DPS,Steelhead,,,2008,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
231,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Lower Columbia River DPS) - Hood River Winter-run,Hood River Winter,Gorge,Lower Columbia River Steelhead DPS,Steelhead,,,2079,Viable,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
235,,,,Steelhead (Lower Columbia River DPS) - Lower Gorge Tributaries Winter-run, Lower Gorge Tributaries Winter,Gorge,Lower Columbia River Steelhead DPS,Steelhead,,,300,Primary,,4,,,,,,,,,
244,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Lower Columbia River DPS) - Upper Gorge Tributaries Winter-run,Upper Gorge Tributaries,Gorge,Lower Columbia River Steelhead DPS,Steelhead,,,0,Maintained,None,4,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,,TRUE,TRUE
247,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Lower Columbia River DPS) - Wind River Summer-run,Wind River,Gorge,Lower Columbia River Steelhead DPS,Steelhead,,,1000,Viable,None,2,Extant,available,Same,,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
60,,,,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Sheep Creek,Big Sheep Creek,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,500,150,0,,Basic,3,Functionally Extirpated,,,Wild/none,,,,,TRUE
62,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Snake River Spring/Summer-run ESU) - Catherine Creek,Catherine Creek,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,750,225,750,Viable,Intermediate,1,Extant,available,Same,Integrated Conservation,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
66,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Snake River Spring/Summer-run ESU) - Grande Ronde River Upper Mainstem,Grande Ronde River Upper Mainstem,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,1000,300,250,Maintained,Large,1,Extant,available,Same,Integrated Conservation and Harvest,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
67,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Snake River Spring/Summer-run ESU) - Imnaha River Mainstem,Imnaha River Mainstem,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,750,225,750,Viable,Intermediate,2,Extant,available,Same,Integrated Conservation,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
74,,,,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lookingglass Creek,Lookingglass Creek,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,500,150,0,,Basic,3,Extirpated (reintroduction),,,Reintroduction,,,,,TRUE
76,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Snake River Spring/Summer-run ESU) - Lostine River,Lostine River,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,1000,300,1000,Viable,Large,2,Extant,available,Same,Integrated Conservation and Harvest,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
82,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Snake River Spring/Summer-run ESU) - Minam River,Minam River,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,750,225,750,Viable,Intermediate,2,Extant,available,Same,Wild/None,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
98,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Snake River Spring/Summer-run ESU) - Wenaha River,Wenaha River,Grande Ronde / Imnaha,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,750,225,250,Maintained,Intermediate,3,Extant,available,Same,Wild/None,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
305,,,,Steelhead (Snake River Basin DPS) - Grande Ronde River Lower Mainstem Tributaries,Grande Ronde River Lower Mainstem,Grande Ronde River,Snake River Basin Steelhead DPS,Steelhead,1000,300,100,Maintained,Intermediate,2,Extant,pending,,Isolated harvest,,,,,TRUE
306,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Snake River Basin DPS) - Grande Ronde River Upper Mainstem,Grande Ronde River Upper Mainstem,Grande Ronde River,Snake River Basin Steelhead DPS,Steelhead,1500,450,1500,Viable,Large,2,Extant,available,Same,Wild/None,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
310,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Snake River Basin DPS) - Joseph Creek,Joseph Creek,Grande Ronde River,Snake River Basin Steelhead DPS,Steelhead,500,150,500,Viable,Basic,2,Extant,available,Same,Wild/None,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
326,,,,Steelhead (Snake River Basin DPS) - Wallowa River,Wallowa River,Grande Ronde River,Snake River Basin Steelhead DPS,Steelhead,1000,300,750,Maintained,Intermediate,2,Extant,pending,,Isolated harvest,,,,,TRUE
307,,,,Steelhead (Snake River Basin DPS) - Hells Canyon,Hells Canyon,Hells Canyon,Snake River Basin Steelhead DPS,Steelhead,500,150,,,Basic,2,Extant,,,,,,,,
308,,,,Steelhead (Snake River Basin DPS) - Imnaha Camp Creek Index Area,Imnaha Camp Creek Index Area,Imnaha River,Snake River Basin Steelhead DPS,Steelhead,,,,,,,,,,,,,,,
309,,,,Steelhead (Snake River Basin DPS) - Imnaha River,Imnaha River,Imnaha River,Snake River Basin Steelhead DPS,Steelhead,1000,300,1000,Viable,Intermediate,2,Provisional,,Same,Integrated Harvest,Published: Non CAX DES Format Compliant,https://www.cbfish.org/BiologicalOpinionAction.mvc/Index/2015/BiOpRpaStatus,,,TRUE
252,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Middle Columbia River DPS) - John Day River Lower Mainstem Tributaries,John Day R Lower Mainstem Tribs,John Day River,Middle Columbia River Steelhead DPS,Steelhead,2250,675,2250,Viable,Very Large,2,Extant,available,Same,Wild/None,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
253,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Middle Columbia River DPS) - John Day River Upper Mainstem,John Day River Upper Mainstem,John Day River,Middle Columbia River Steelhead DPS,Steelhead,1000,300,100,Maintained,Intermediate,2,Extant,available,Same,Wild/None,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
255,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Middle Columbia River DPS) - Middle Fork John Day River,Middle Fork John Day River,John Day River,Middle Columbia River Steelhead DPS,Steelhead,1000,300,1000,Viable,Intermediate,2,Extant,available,Same,Wild/None,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
257,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Middle Columbia River DPS) - North Fork John Day River,North Fork John Day River,John Day River,Middle Columbia River Steelhead DPS,Steelhead,1500,450,1500,Viable,Large,2,Extant,available,Same,Wild/None,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
260,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Steelhead (Middle Columbia River DPS) - South Fork John Day River,South Fork John Day River,John Day River,Middle Columbia River Steelhead DPS,Steelhead,500,150,100,Maintained,Basic,2,Extant,available,Same,Wild/None,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
57,Coordinated Assessments,,11/19/2016,Chinook Salmon (Snake River Spring/Summer-run ESU) - Asotin Creek,Asotin Creek,Lower Snake,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,,,,,Basic,3,Functionally Extirpated,,,Wild/None,Coordinated Assessments Exchange (CAX): Published  ,http://www.streamnet.org/data/downloadable-data/,TRUE,,TRUE
93,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Snake River Spring/Summer-run ESU) - Tucannon River,Tucannon River,Lower Snake,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,750,225,750,Viable,Intermediate,1,Extant,available,Same,Integrated Conservation,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
300,Coordinated Assessments,,11/19/2016,Steelhead (Snake River Basin DPS) - Asotin Creek,Asotin Creek,Lower Snake,Snake River Basin Steelhead DPS,Steelhead,500,150,500,Viable,Basic,2,Provisional,available,Same,Wild/None,Coordinated Assessments Exchange (CAX): Published  ,http://www.streamnet.org/data/downloadable-data/,TRUE,,TRUE
325,,,,Steelhead (Snake River Basin DPS) - Tucannon River,Tucannon River,Lower Snake,Snake River Basin Steelhead DPS,Steelhead,1000,300,1000,Viable,Intermediate,2,Extant,pending,,Integrated Conservation and Harvest,Coordinated Assessments Exchange (CAX): Published  ,http://www.streamnet.org/data/downloadable-data/,TRUE,,TRUE
58,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Snake River Spring/Summer-run ESU) - Bear Valley Creek,Bear Valley Creek,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,750,225,750,Viable,Intermediate,2,Extant,available,Same,Wild/None,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
59,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Snake River Spring/Summer-run ESU) - Big Creek,Big Creek,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,1000,300,1000,Viable,Large,2,Extant,available,Same,Wild/None,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
61,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Snake River Spring/Summer-run ESU) - Camas Creek,Camas Creek,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,500,150,250,Maintained,Basic,3,Extant,available,Same,Wild/None,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
63,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Snake River Spring/Summer-run ESU) - Chamberlain Creek,Chamberlain Creek,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,500,150,500,Viable,Basic,3,Extant,available,Same,Wild/None,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
75,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Snake River Spring/Summer-run ESU) - Loon Creek,Loon Creek,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,500,150,500,Viable,Basic,3,Extant,available,Same,Wild/None,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
78,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Snake River Spring/Summer-run ESU) - Marsh Creek,Marsh Creek,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,500,150,500,Viable,Basic,3,Extant,available,Same,Wild/None,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
80,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River above Indian Creek,Middle Fork Salmon River above Indian Ck,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,750,225,250,Maintained,Intermediate,3,Extant,available,Same,Wild/None,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
81,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Snake River Spring/Summer-run ESU) - Middle Fork Salmon River below Indian Creek,Middle Fork Salmon River below Indian Ck,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,500,150,250,Maintained,Basic,3,Extant,available,Same,Wild/None,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
92,NOAA Salmonid Population Summary,Status Review 2015,4/25/2016,Chinook Salmon (Snake River Spring/Summer-run ESU) - Sulphur Creek,Sulphur Creek,Middle Fork Salmon River,Snake River Spring/Summer-run Chinook Salmon ESU,Chinook,500,150,250,Maintained,Basic,3,Extant,available,Same,Wild/None,NOAA Salmon Population Summary database ,https://www.webapps.nwfsc.noaa.gov/apex/f?p=261:HOME:::::: ,TRUE,TRUE,TRUE
301,,,,"Steelhead (Snake River Basin DPS) - Big, Camas, and Loon Creek",Middle Fork Salmon River Lower Mainstem,Salmon River,Snake River Basin Steelhead DPS,Steelhead,1000,300,1000,Viable,Intermediate,1,Provisional,pending,Same,Wild/None,Published: Non CAX DES Format Compliant,https://www.cbfish.org/BiologicalOpinionAction.mvc/Index/2015/BiOpRpaStatus,,,TRUE
